Reference,Depth,Beg_end,Temperature,Conductivity,pH,Salinity,DissolvedO2,Flag
CKM1996121209,0.5,B,16.7,23.6,7.9,14,10.1,
CKM1996121210,0.2,B,15.9,43.8,8.1,28.3,8.6,
CKM1996121210,3.4,B,15.8,44.3,8.2,28.6,8.4,
CKM1996121301,0.3,B,17.2,45.2,7.6,29.3,9.1,
CKM1996121302,0.3,B,17.2,45.2,8,29.3,9.1,
CKM1996121303,0.5,B,21.5,36.1,6.8,22.7,9.2,
CKM1996121304,0.2,B,22.5,40.1,7.1,25.8,6.5,
CKM1996121701,0.8,B,16.6,36.4,7,23,8.6,
CKM1996121702,0.5,B,16.2,33.6,6.4,20.9,7.8,
CKM1996121703,0.6,B,16.2,33.6,6.4,20.9,7.8,
CKM1996121704,0.6,B,16.7,24.9,6.6,15,7.9,
CKM1996121705,0.6,B,16.8,23.3,7.2,13.8,8.3,
CKM1997010601,0.5,B,18.6,46.9,7.8,30.6,7.2,
CKM1997010602,0.2,B,18.2,47.1,7.8,30.8,7.7,
CKM1997010602,3.4,B,18.2,47.1,7.8,30.9,7.3,
CKM1997010603,0.2,B,17.3,48.9,7.8,32,7.9,
CKM1997010603,4.9,B,17.2,48.9,7.8,32,7.6,
CKM1997010604,0.2,B,17.2,50.2,7.8,33,8.3,
CKM1997010604,3.6,B,17.1,50.2,7.8,33.1,7.6,
CKM1997010605,0.2,B,17,51.3,7.8,33.6,8.2,
CKM1997010605,5.2,B,16.8,51.5,7.8,33.7,7.8,
CKM1997010606,0.2,B,17.7,51.5,7.8,33.9,8.2,
CKM1997010606,3.3,B,17.5,51.8,7.8,34,7.7,
CKM1997010607,0.2,B,17.6,51.8,7.8,34.1,8,
CKM1997010607,4,B,17.3,51.9,7.8,34.3,7.7,
CKM1997010701,0.3,B,19.9,44.6,7.7,28.9,7.3,
CKM1997010702,0.5,B,19.5,46.7,7.8,30.4,7,
CKM1997010703,0.2,B,19.5,48,7.8,31.3,7.3,
CKM1997010703,3.6,B,19.2,48.6,7.8,31.6,7,
CKM1997010704,0.2,B,18.6,49.3,7.9,32.5,8,
CKM1997010704,2.7,B,18.6,49.6,7.9,32.5,7.3,
CKM1997010705,0.2,B,17.8,51.3,7.9,33.8,7.8,
CKM1997010705,4.6,B,17.8,51.4,7.9,33.8,7.6,
CKM1997010706,0.2,B,17.2,52.7,7.9,34.8,7.8,
CKM1997010706,5.9,B,17.2,52.8,7.9,34.9,7.7,
CKM1997010707,0.2,B,18.5,50,7.9,32.8,7.9,
CKM1997010707,1.6,B,18.5,50,7.9,32.8,7.7,
CKM1997010708,0.2,B,21.3,46.5,7.7,30.4,7.5,
CKM1997010709,0.2,B,20.2,47.1,7.9,30.9,7.8,
CKM1997010709,3.1,B,19.5,47.9,7.9,31.4,7.3,
CKM1997010710,0.3,B,21.2,46.8,8,30.4,8.8,
CKM1997010711,0.2,B,20.2,44.8,8,29.1,8,
CKM1997010711,2.8,B,20.1,45.6,7.9,29.5,7.6,
CKM1997011401,0.2,B,11.8,49.2,7.8,32.2,8.8,
CKM1997011402,0.4,B,11.8,42.2,7.9,27.1,9.8,
CKM1997011403,0.4,B,10.9,37,7.9,23.4,10,
CKM1997011404,0.2,B,12.9,36,8.2,23,12.4,
CKM1997011405,0.5,B,16.3,2.5,8,1.3,9.5,
CKM1997011406,0.3,B,13.9,31.6,7.9,19.5,9.6,
CKM1997011407,0.3,B,16.6,34.8,8.3,21.8,7.8,
CKM1997011501,0.4,B,12.5,46.3,7.6,30,8.9,
CKM1997011502,0.4,B,12.9,44.6,8,28.9,9,
CKM1997011503,0.3,B,14.8,46,8.1,29.9,10.6,
CKM1997011504,0.6,B,14.2,41.7,8,26.8,9.6,
CKM1997011601,0.5,B,15.7,34.5,7.7,21.7,6.9,
CKM1997011602,0.3,B,15.3,37.9,8,24,8.1,
CKM1997012401,0.6,B,13.2,29.2,7.8,18,8.6,
CKM1997012402,0.6,B,13.2,39.7,7.9,24.5,8.5,
CKM1997012403,0.2,B,13.7,37.9,8,24.2,9,
CKM1997012403,3,B,12.4,48,8,31.3,8.8,
CKM1997012404,0.3,B,15.9,23.9,7.7,14.4,8.7,
CKM1997012405,0.8,B,16.6,23.6,7.6,14.2,8.3,
CKM1997012406,1,B,14.8,1.6,7.7,0.9,8.7,
CKM1997012407,0.5,B,16.5,9.9,7.7,5.6,8.4,
CKM1997012801,0.2,B,15,37.7,8,24,9,
CKM1997012801,2.2,B,14.4,39.5,8,25.3,9,
CKM1997012802,0.2,B,16.6,34.1,8.1,21.4,9.8,
CKM1997012802,2.2,B,14.7,36.6,8,23.4,9.1,
CKM1997012803,0.2,B,17.6,23.8,7.8,14.5,8.1,
CKM1997012803,2.2,B,13.6,45.9,8,29.7,7.5,
CKM1997012804,0.2,B,16.9,34.5,8,22,8.8,
CKM1997012804,4.2,B,13.4,49.8,8.1,32.7,8.2,
CKM1997012805,0.2,B,19.3,16.7,7.7,9.8,8.3,
CKM1997012805,2.4,B,14.5,40.8,8,26.1,8,
CKM1997012806,0.2,B,16.5,39.6,8.4,25.3,9.8,
CKM1997012806,2.1,B,16.4,39.7,8.4,25.4,9.7,
CKM1997020501,0.2,B,17.9,40.5,7.6,25.8,8.3,
CKM1997020501,2.4,B,17.9,40.6,7.6,26,8,
CKM1997020502,0.2,B,17.7,44.1,7.6,28.5,8.5,
CKM1997020502,2.8,B,17.6,44.1,7.6,28.5,8.2,
CKM1997020503,0.2,B,16.9,49.2,7.5,32.2,8.6,
CKM1997020503,5.9,B,16.8,49.3,7.6,32.2,8.1,
CKM1997020504,0.2,B,17.2,49.1,7.6,32.1,8.5,
CKM1997020504,3.9,B,17,49.3,7.6,32.3,8.2,
CKM1997020505,0.2,B,17.6,48.8,7.6,31.8,8.4,
CKM1997020505,4.9,B,17.2,49,7.6,32,8.1,
CKM1997020506,0.2,B,16.9,52.1,7.6,34.3,8.7,
CKM1997020506,5.1,B,16.6,52.2,7.6,34.4,8.4,
CKM1997020507,0.2,B,16.8,52,7.6,34.1,8.8,
CKM1997020507,6.2,B,16.5,52.5,7.6,34.6,8.6,
CKM1997020508,0.2,B,17.6,51.5,7.6,34.3,8.2,
CKM1997020508,6.3,B,15.9,52.9,7.6,34.9,8.3,
CKM1997020601,0.3,B,16.8,48.8,8.1,31.2,7.5,
CKM1997020602,0.4,B,16.5,46.3,8.2,30.1,8,
CKM1997020603,0.4,B,17.3,47.2,8.2,30.9,7.5,
CKM1997020604,0.2,B,17.9,47.8,8.2,31.1,7.8,
CKM1997020604,3.9,B,17.9,47.8,8.2,31.1,7.4,
CKM1997020605,0.2,B,18.2,47.8,8.1,31.1,7.7,
CKM1997020605,2.5,B,18.1,47.8,8.1,31.3,7.6,
CKM1997020606,0.6,B,19.4,45.1,8.1,29.3,8.1,
CKM1997020607,0.4,B,19.9,49.1,8.3,31.9,9.6,
CKM1997020608,0.3,B,19.2,47.9,8.3,31.3,8.7,
CKM1997021001,0.3,B,15.6,22.2,7.7,13.3,8.4,
CKM1997021002,0.5,B,15.6,22.7,7.9,13.5,8.1,
CKM1997021003,0.6,B,16.3,45,8.1,29.1,7.1,
CKM1997021004,0.4,B,15.9,27.6,7.9,17,7.6,
CKM1997021005,0.2,B,15.9,39.8,8.1,24.5,9.1,
CKM1997021005,3.7,B,16.2,49.1,8.1,32.2,7.6,
CKM1997021006,0.2,B,16,40.9,8.1,26.2,8.1,
CKM1997021006,3.9,B,16.3,48.4,8.1,31.7,7.5,
CKM1997021007,0.3,B,16.4,5.6,7.8,3,7.6,
CKM1997021008,0.2,B,16.4,5.5,7.6,2.9,7.7,
CKM1997021008,2.7,B,16.4,5.8,7.6,3.2,7.6,
CKM1997021401,0.4,B,17.6,24.1,7.5,14.5,6.5,
CKM1997021402,0.9,B,17.2,1.2,7.7,0.6,7.6,
CKM1997021403,0.5,B,17.7,9.6,7.7,5.3,7.9,
CKM1997021404,0.6,B,17.4,1.5,7.7,0.8,7.4,
CKM1997021405,0.6,B,18.8,7.7,7.8,4.3,8.2,
CKM1997021406,0.5,B,,,,5,,
CKM1997021701,0.2,B,14.1,38,7.3,23.9,9.5,
CKM1997021701,2.2,B,14.2,39.8,7.4,25.4,9.3,
CKM1997021702,0.2,B,16.8,1,7.3,0,9.6,
CKM1997021703,0.3,B,17.4,12.3,7.3,6.8,9,
CKM1997021704,0.2,B,17.1,28.1,7.5,17.2,9.7,
CKM1997021704,2.6,B,16.5,28.2,7.5,17.3,9.3,
CKM1997021705,0.2,B,16.4,41.7,7.5,26.8,9.7,
CKM1997021705,4.3,B,15.7,49.5,7.5,32.4,8.4,
CKM1997021706,0.2,B,15.9,44.7,7.5,28.8,9.4,
CKM1997021706,4,B,15.4,49.5,7.5,32.5,8.5,
CKM1997021801,0.3,B,15,47.6,7.5,31,8.6,
CKM1997021802,0.4,B,15.3,47.8,7.6,31.1,8.6,
CKM1997021803,0.2,B,15.6,42.9,7.5,27.8,9,
CKM1997021803,3.3,B,15.1,48.1,7.5,31.5,8.5,
CKM1997021804,0.2,B,16.2,49.7,7.5,32.5,8.9,
CKM1997021804,5.1,B,15.5,51,7.5,33.5,8.2,
CKM1997021805,0.2,B,16.1,42.2,7.6,27,9.2,
CKM1997021805,1.9,B,16,42.3,7.6,27.2,9.2,
CKM1997022001,0.3,B,20.1,40.4,7.5,25.8,8.7,
CKM1997022002,0.3,B,21,40.7,7.5,26,8.3,
CKM1997022003,0.2,B,20.4,44.6,7.6,28.7,9.4,
CKM1997030501,0.6,B,23.3,,8.1,32,7.2,
CKM1997030502,0.7,B,23.5,,8.2,32,8.2,
CKM1997030503,0.2,B,23.5,,8.2,32,8.2,
CKM1997030503,2.5,B,23.1,,8.2,,6.8,
CKM1997030504,0.2,B,23.3,,8.2,30,7.3,
CKM1997030504,3.6,B,23.3,,8.2,,6.9,
CKM1997030505,0.2,B,23.1,,8.2,31.5,7.5,
CKM1997030505,3.1,B,23,,8.2,,7.3,
CKM1997030506,0.2,B,23.5,,8.2,31,7,
CKM1997030506,4.5,B,22.2,,8.2,,6.9,
CKM1997030507,0.2,B,22.8,,8.2,32,7.3,
CKM1997030507,5.7,B,22,,8.2,,7,
CKM1997030508,0.2,B,22.4,,8.1,32,7.4,
CKM1997030508,5.2,B,21.9,,8.2,,7.1,
CKM1997030509,0.2,B,22.9,,8.1,32,7.5,
CKM1997030509,6,B,21.8,,8.2,,7.2,
CKM1997030510,0.2,B,22.8,,8.2,32,7.7,
CKM1997030510,3.6,B,22.8,,8.2,,7.2,
CKM1997030601,0.4,B,22.9,,8.2,32,7,
CKM1997030602,0.4,B,22.4,,8.2,31,7,
CKM1997030603,0.2,B,23,,8.2,32,6.7,
CKM1997030603,3.9,B,23,,8.2,,6.6,
CKM1997030604,0.2,B,23.2,,8.2,32,7,
CKM1997030604,3.7,B,23.1,,8.2,,6.6,
CKM1997030605,0.6,B,23.8,,8.2,32,6.9,
CKM1997030606,0.3,B,24.4,,8.2,30,7.5,
CKM1997030607,0.4,B,24.1,,8.2,29,7.3,
CKM1997030608,0.2,B,24,,8.3,31.5,7.2,
CKM1997030608,3,B,24,,8.3,,7.1,
CKM1997031001,0.3,B,21.2,,7.7,20,7.5,
CKM1997031002,0.4,B,21.1,,7.8,20,7.5,
CKM1997031003,0.2,B,21.4,,7.9,23,7.2,
CKM1997031003,2.8,B,21.1,,8,,6.7,
CKM1997031004,0.2,B,21.3,,8,24,7.2,
CKM1997031004,2.8,B,21.1,,8,,6.8,
CKM1997031005,0.2,B,21.2,,8,25,7.4,
CKM1997031005,2.1,B,21.2,,8,,7,
CKM1997031006,0.2,B,21.3,,8.1,32,7.9,
CKM1997031006,4.2,B,21.2,,8.1,,7.3,
CKM1997031007,0.2,B,21.2,,8.1,32,7.5,
CKM1997031007,5.4,B,21,,8.1,,7.2,
CKM1997031008,0.2,B,21.6,,8.1,28,7.9,
CKM1997031008,2.7,B,21.5,,8.1,,7.6,
CKM1997031009,0.2,B,21.3,,8.1,29,7.8,
CKM1997031009,4.2,B,20.4,,8.1,,7.1,
CKM1997031010,0.2,B,22.7,,8,22,7.4,
CKM1997031010,2.8,B,21.9,,8.1,,7.1,
CKM1997031011,0.2,B,22.2,,8.1,32,7.8,
CKM1997031011,4.3,B,21.9,,8.1,,7.3,
CKM1997031101,0.6,B,22.9,,8.1,33,3.1,
CKM1997031102,0.9,B,23.7,,8.3,32,9,
CKM1997031103,0.6,B,23.2,,8.3,32,8.2,
CKM1997031104,0.6,B,24.6,,8.2,30,8.1,
CKM1997031901,0.3,B,21,,7.8,18,6.6,
CKM1997031902,0.3,B,21,,7.7,17,5.8,
CKM1997031903,0.4,B,21.7,,8,25,7.5,
CKM1997031904,0.3,B,22.4,,8,21,7.6,
CKM1997031905,0.3,B,26.1,,7.9,26,7.7,
CKM1997031906,0.6,B,23.2,,8.1,28,8.3,
CKM1997032001,0.5,B,22.2,,7.7,15,10.2,
CKM1997032002,0.8,B,21.3,,7.6,4,7.2,
CKM1997032003,0.5,B,21.4,,7.7,1,7.7,
CKM1997032004,0.6,B,21.1,,7.8,0,6.8,
CKM1997032401,0.2,B,21,0.3,7.9,0.2,7.3,
CKM1997032402,0.6,B,21.1,12.4,7.9,7.2,6.6,
CKM1997032403,0.5,B,20.7,4.7,8,2.6,7.2,
CKM1997032404,0.5,B,20.8,0.8,7.8,0.4,6.4,
CKM1997032405,0.6,B,21.5,7.1,7.9,4,7.1,
CKM1997033101,0.3,B,23.1,40.1,7.8,25.6,7.6,
CKM1997041501,0.4,B,17.1,42.8,8.1,27.5,7.5,
CKM1997041502,0.4,B,17.5,41.3,8.1,26.6,7.9,
CKM1997041503,0.3,B,16.4,39.7,8.2,25.3,8.5,
CKM1997041504,0.3,B,18.3,37.9,8.2,24,8,
CKM1997041505,0.3,B,17.8,37.5,8.2,23.8,8.2,
CKM1997041701,0.5,B,21.5,44.2,8.3,28.6,8.6,
CKM1997041702,0.6,B,21.4,15.6,8.1,9.1,7.1,
CKM1997041703,0.3,B,22.6,1.6,8.1,0.9,7.4,
CKM1997041704,0.6,B,24.3,13.7,8.1,7.9,7.6,
CKM1997042101,0.2,B,20,40.4,8.5,25.9,7.6,
CKM1997042101,2.1,B,19.9,40.4,8.5,25.9,7.5,
CKM1997042102,0.2,B,20.3,41.1,8.6,26.3,8,
CKM1997042102,2.5,B,20.3,41.3,8.6,26.5,7.9,
CKM1997042103,0.2,B,20.1,46.4,8.6,30.1,7.4,
CKM1997042103,3.7,B,20,46.4,8.6,30.1,7.3,
CKM1997042201,0.5,B,21.5,39.8,8.4,25.4,6.6,
CKM1997042202,0.4,B,21.8,36.8,8.2,23.4,5.9,
CKM1997042203,0.3,B,22,39.4,8.5,25.1,7.7,
CKM1997042204,0.4,B,22.2,44,8.6,28.4,7.9,
CKM1997042205,0.3,B,23,29.5,8.6,18.2,7.6,
CKM1997042206,0.4,B,22.4,35.5,8.7,22.4,8.2,
CKM1997042301,0.6,B,22.5,42,8.5,27,6.8,
CKM1997042302,0.5,B,22.7,43.8,8.6,28.3,6.3,
CKM1997042401,0.3,B,20.1,37.9,8.2,24,6.6,
CKM1997042402,0.6,B,20.2,18.9,8,11.2,7.8,
CKM1997042403,0.3,B,20.6,38,8,24.2,7.4,
CKM1997042404,0.5,B,21.6,44.1,8.5,28.5,7.1,
CKM1997042405,0.3,B,21.7,4.4,7.8,2.4,7.3,
CKM1997042406,0.5,B,22,17.2,8.8,10.7,8.5,
CKM1997042407,0.8,B,23,14,7.6,8.1,7.9,
CKM1997042408,0.6,B,22.2,25.3,8.8,15.4,9.3,
CKM1997042409,0.9,B,23,41.5,8.7,29.7,8.6,
CKM1997042501,0.6,B,21.7,3.9,8.3,2.2,6.7,
CKM1997042502,0.6,B,23.2,16.1,8.5,9.4,6.9,
CKM1997042503,0.9,B,23.8,1.8,8.5,1,7,
CKM1997042901,0.3,B,22.4,47.6,8.6,31.1,6.6,
CKM1997042902,0.3,B,22.8,48.4,8.6,31.6,6.5,
CKM1997042903,0.2,B,22.6,46.6,8.6,30.3,6.3,
CKM1997042903,1.6,B,22.5,46.7,8.6,30.4,6,
CKM1997042904,0.2,B,23.1,45.9,8.6,29.8,6.4,
CKM1997042904,4.5,B,22.1,47.4,8.6,30.9,5.7,
CKM1997043001,0.9,B,21.5,8.4,8.4,4.7,6.6,
CKM1997043002,0.2,B,22.9,36.8,8.7,23.3,7.4,
CKM1997043002,3,B,22.4,41.2,8.7,26.4,6.6,
CKM1997043003,0.2,B,23.4,44.8,8.7,29,6.7,
CKM1997043003,6,B,22.4,48.2,8.7,31.6,6.3,
CKM1997043004,0.2,B,23.1,36.6,8.8,23.6,7.3,
CKM1997043004,2.8,B,22.8,42.3,8.5,27.6,5,
CKM1997043005,0.6,B,23.1,28.2,8.7,17.1,7.5,
CKM1997043006,0.5,B,23.2,22.7,8.8,12.4,7.9,
CKM1997043007,0.2,B,25.6,10.1,8.7,5.6,7.3,
CKM1997043007,2.3,B,22.7,33.1,8.6,20.6,6,
CKM1997043008,0.2,B,25.6,14.8,8.8,4.9,8.4,
CKM1997043008,2.6,B,22.7,31.5,8.5,19.6,4.2,
CKM1997050501,0.3,B,21.2,41,8.7,26.3,6.4,
CKM1997050502,0.3,B,21,45.7,8.7,29.6,7.3,
CKM1997050503,0.5,B,22.2,45.9,8.7,29.9,6.7,
CKM1997050504,0.2,B,22.9,47.5,8.7,31,6.5,
CKM1997050504,5,B,33.3,49.2,8.7,32.2,6,
CKM1997050505,0.2,B,22.9,42.9,8.8,27.7,6.9,
CKM1997050505,6,B,23.3,48.6,8.7,31.8,6.1,
CKM1997050506,0.2,B,23.2,44,8.8,28.5,6.8,
CKM1997050506,6.9,B,23.6,50.9,8.7,33.5,5.8,
CKM1997050507,0.2,B,23.6,48.7,8.8,31.9,6.6,
CKM1997050507,6,B,23.3,50.7,8.8,33.3,6.2,
CKM1997050508,0.2,B,23.8,43.9,8.8,28.4,7.2,
CKM1997050508,5.2,B,23.4,49.6,8.8,32.5,6.4,
CKM1997050509,0.2,B,24.7,49.3,8.7,32.3,6.5,
CKM1997050509,4,B,23.9,49.9,8.8,32.8,6.4,
CKM1997050510,0.2,B,23.4,45.8,8.8,29.7,7.1,
CKM1997050510,2.5,B,23.3,45.9,8.9,29.8,7,
CKM1997050511,0.2,B,23.8,45.5,8.9,29.5,8.3,
CKM1997050511,4.5,B,24.1,46.5,8.9,30.2,8,
CKM1997050512,0.2,B,24.1,42.9,8.8,26.9,8.3,
CKM1997050512,3.2,B,23.8,43.4,8.9,28,7.5,
CKM1997050601,0.3,B,21.6,40.1,8.7,25.6,5.8,
CKM1997050602,0.3,B,22,39.4,8.9,25.1,6.6,
CKM1997050603,0.4,B,22,25,9.1,15.3,8,
CKM1997050604,0.3,B,22.1,20.8,9,12.4,7.9,
CKM1997050605,0.6,B,23.8,29.8,8.9,18.5,7.5,
CKM1997050606,0.6,B,23.8,12.5,8.8,7.2,7.7,
CKM1997050607,0.3,B,23.8,28.6,9,17.6,7.8,
CKM1997050608,0.6,B,23.8,28.6,9,17.6,7.8,
CKM1997050609,0.3,B,23.6,31.5,9,19.6,8.3,
CKM1997050701,0.3,B,23,18.5,8.5,10.9,6.1,
CKM1997050702,0.5,B,23.3,21.1,8.6,12.7,6.5,
CKM1997050703,0.3,B,23,18.1,8,10.6,5.4,
CKM1997050704,0.3,B,24.8,10.7,8.2,6.1,5.7,
CKM1997050705,0.6,B,24.7,6.9,8.1,3.9,5.5,
CKM1997051201,0.2,B,23.9,48.9,8.2,32,6.6,
CKM1997051201,4.7,B,23.9,49.1,8.2,32.1,6.5,
CKM1997051202,0.2,B,24,50.2,8.2,33,6.5,
CKM1997051202,5.3,B,24,50.6,8.2,33.2,6.3,
CKM1997051203,0.2,B,24,48.2,8.2,31.5,6.3,
CKM1997051203,4.4,B,23.9,48.3,8.2,31.5,6.3,
CKM1997051204,0.2,B,23.9,42.2,8.3,27.1,6.9,
CKM1997051204,3.7,B,24,45,8.3,29.2,6,
CKM1997051205,0.2,B,23.9,42.3,8.4,27.2,7,
CKM1997051205,3.8,B,23.9,45.3,8.3,29.2,4.9,
CKM1997051206,0.5,B,23.4,26.4,8.2,15.8,6.5,
CKM1997051207,0.2,B,23.1,14.5,7.9,8.4,6.8,
CKM1997051207,2.5,B,23.8,39.9,8.3,26.1,5.8,
CKM1997051208,0.2,B,23.4,27.7,8.3,17,7,
CKM1997051208,2.8,B,23.7,36.2,8.3,22.7,5.7,
CKM1997051209,0.2,B,23.3,27.4,8.3,16.8,6.6,
CKM1997051209,2.6,B,23.9,36.8,8.2,23,5,
CKM1997051301,0.2,B,23.1,39,8.5,24.9,7.4,
CKM1997051301,4.1,B,23.8,46.8,8.3,30.5,4.8,
CKM1997051302,0.2,B,23.3,39.2,8.2,24.9,6.7,
CKM1997051302,4,B,23.9,47.4,8.3,30.9,4.7,
CKM1997051303,0.2,B,23.8,39.7,8.6,25.3,8,
CKM1997051303,3.8,B,23.8,46.2,8.3,30.1,3.8,
CKM1997051304,0.4,B,24,6.3,7.8,3.7,5.5,
CKM1997051305,0.3,B,23.9,3.3,7.9,1.7,5.5,
CKM1997051401,0.5,B,23.4,30.4,7.9,19,5.5,
CKM1997051402,0.5,B,24,27.1,8,16.5,5.7,
CKM1997051403,0.4,B,24.3,18.6,8.1,11.2,6.4,
CKM1997051404,0.5,B,23.9,1.8,8,1,5.7,
CKM1997051405,1.2,B,24.6,1.3,8,0.7,6,
CKM1997051901,0.6,B,25.5,4.7,8.1,2.5,5.9,
CKM1997051902,0.3,B,24.6,0.5,8.1,0.2,5.7,
CKM1997051903,1,B,24.9,2.3,8.1,1.2,6.2,
CKM1997051904,0.6,B,27.1,12.4,8.1,7.1,5.4,
CKM1997052001,1,B,27.2,40.9,8.6,26.3,5.3,
CKM1997052002,1,B,27,39.6,8.3,25.1,3.6,
CKM1997052003,0.4,B,27.7,40.1,8.5,25.7,5.2,
CKM1997052004,0.5,B,27.5,46.7,8.6,30.5,6.1,
CKM1997052005,0.9,B,27.6,44.6,8.5,28.9,5.1,
CKM1997060901,0.2,B,22.9,48.6,7.9,31.8,4.7,
CKM1997060902,0.2,B,22.8,47.5,8,31,4.9,
CKM1997060903,0.6,B,24,48.1,8.3,31.4,6.7,
CKM1997060904,0.6,B,24.6,49,8.4,32.1,6.2,
CKM1997060905,0.3,B,24.3,45.4,8.3,29.5,6.6,
CKM1997060906,0.6,B,24.1,47.8,8.5,31.1,6.3,
CKM1997060907,0.2,B,24.1,44.3,8.3,28.7,5.5,
CKM1997061001,0.6,B,23.3,40.4,8.2,25.8,6.5,
CKM1997061002,0.3,B,24.4,47.2,8.5,30.7,6.8,
CKM1997061003,0.7,B,23.6,0.3,8.1,0.1,6.5,
CKM1997061004,0.5,B,24.1,2.1,8.1,1.1,6.8,
CKM1997061005,0.3,B,24.3,3.8,8.1,2,7.2,
CKM1997061006,0.2,B,24.7,10.2,8.3,5.8,7.1,
CKM1997061006,2.7,B,24.6,10.2,8.3,5.8,7.6,
CKM1997061007,0.3,B,25.6,28.1,8.5,17.3,7.6,
CKM1997061008,0.3,B,26,25.9,8.5,15.7,7.8,
CKM1997061009,0.7,B,27.7,22.3,8.5,13.4,7.5,
CKM1997061101,0.5,B,23.5,30.8,8.2,19.1,6.4,
CKM1997061102,0.3,B,24.3,17.7,8.1,10.5,6.2,
CKM1997061103,0.4,B,25.9,0.8,8.3,0.5,7.4,
CKM1997061104,0.4,B,26.4,16.6,8.3,9.7,7.2,
CKM1997061201,0.6,B,25.4,47.9,8.6,31.3,5.7,
CKM1997061202,0.5,B,25.7,44.4,8.4,28.7,6.4,
CKM1997061203,0.4,B,26.5,39,8.1,24.9,4.4,
CKM1997061204,0.5,B,27.5,41.8,8.5,26.9,6.6,
CKM1997061205,0.4,B,30.5,47.4,8.8,31,9,
CKM1997061206,0.6,B,29.6,46.8,8.7,30.5,7.8,
CKM1997061701,0.2,B,29.1,47.6,8.8,31.1,5.4,
CKM1997061701,3.4,B,29.1,47.7,8.8,31.1,5.5,
CKM1997061702,0.2,B,29.2,46.8,8.6,30.5,5.1,
CKM1997061702,2.3,B,29.2,46.8,8.6,30.5,5.1,
CKM1997061703,0.5,B,29.5,45.1,8.6,29.2,5.7,
CKM1997061704,0.2,B,28.8,51.4,8.7,33.9,5.8,
CKM1997061704,6.3,B,28.6,51.4,8.7,33.9,5.9,
CKM1997061705,0.2,B,30,52.4,8.8,34.6,6.2,
CKM1997061705,6,B,28.6,52.6,8.9,34.7,6.7,
CKM1997061706,0.2,B,29.1,51.1,8.8,33.7,6.1,
CKM1997061706,4,B,28.5,51.6,8.8,34,6.8,
CKM1997061901,0.6,B,29,22,8.4,13.2,5.5,
CKM1997062001,0.2,B,29.1,47.3,8.8,30.8,5.4,
CKM1997062001,4.3,B,29.1,47.4,8.8,30.9,5.5,
CKM1997062002,0.2,B,29,33.3,8.6,20.8,5.5,
CKM1997062002,2.1,B,29.1,35.7,8.6,22.5,5.3,
CKM1997062003,0.2,B,29.3,40.5,8.8,26,6.1,
CKM1997062003,3.2,B,29.3,40.6,8.8,26,5.9,
CKM1997062004,0.2,B,29.7,38.8,8.9,24.7,6.6,
CKM1997062004,3.2,B,29,39.1,8.8,24.9,6.1,
CKM1997062005,0.2,B,30.4,44.3,9,28.5,6.7,
CKM1997062005,5.8,B,28.9,48.7,8.9,31.8,6,
CKM1997062301,0.6,B,29.7,45.8,9,29.8,6.9,
CKM1997062302,0.2,B,29.6,44.2,8.6,28.6,5.6,
CKM1997062302,1.8,B,29.5,45.6,8.9,29.6,5.6,
CKM1997062303,0.2,B,30.1,37.2,8.9,23.7,6.8,
CKM1997062303,2.7,B,29.6,46.5,8.9,30.2,6.3,
CKM1997062304,0.2,B,30,41.5,8.9,26.5,6.5,
CKM1997062304,2.3,B,29.9,43.6,8.9,28.2,6.5,
CKM1997062305,0.2,B,29.8,37,8.9,23.7,6.8,
CKM1997062305,4,B,29.1,44.5,8.8,28.9,5.1,
CKM1997062306,0.2,B,30.1,40.3,8.9,25.9,6.5,
CKM1997062306,3.5,B,29.2,46.6,8.8,30.3,4.9,
CKM1997062307,0.2,B,31.2,38.1,8.9,24.6,6.7,
CKM1997062307,3.7,B,29.2,48.3,8.9,31.2,6.1,
CKM1997062308,0.2,B,31.2,37.3,8.9,23.1,7.4,
CKM1997062308,3.7,B,29.2,49.1,8.9,32.1,6.5,
CKM1997062309,0.2,B,31.3,39,8.9,25.1,6.9,
CKM1997062309,3.8,B,29.3,47.2,8.8,30.7,5.2,
CKM1997062310,0.2,B,31.2,39.1,8.9,25.4,7.1,
CKM1997062310,2.8,B,29.4,45.8,8.8,29.8,5,
CKM1997062401,0.4,B,29.1,33.3,8.8,20.8,5.9,
CKM1997062402,0.6,B,28.7,27.7,8.8,17,6.7,
CKM1997062403,0.5,B,29.1,24.7,8.7,15,6.5,
CKM1997062404,0.4,B,29.1,15.4,8.6,8.9,6.1,
CKM1997062405,0.5,B,28.9,6,8.4,3.3,5.7,
CKM1997062406,0.6,B,30.3,9.6,8.4,5.4,5.6,
CKM1997070701,0.3,B,27.4,2.7,8.4,1.6,5.6,
CKM1997070702,0.3,B,27.2,0.3,8.4,0.2,5.7,
CKM1997070703,0.6,B,27.3,2,8.3,1,5.1,
CKM1997070704,0.8,B,28.3,4.8,8.2,2.6,4.4,
CKM1997070705,0.7,B,29,1.9,8.6,1,6,
CKM1997070801,0.6,B,29,43.6,8.5,28.1,4.7,
CKM1997070802,0.4,B,29.1,45.1,8.5,29.2,4.6,
CKM1997070803,0.6,B,29.7,43.2,9,27.9,6.9,
CKM1997070804,0.5,B,30,48.1,9.1,31.4,7.2,
CKM1997070805,0.3,B,31.1,40.7,8.9,26,6.3,
