Reference,Project_1,Project_2,Project_3,WorkUp,Gear,Rep,Longitude,Latitude,StartDepth,Zone,Grid,BottomVegCover,TotalShoreCover,BankDistance,ShoreDistance,Historic_Reference,Wng_dpth,Enddepth,Net_Ind,starttime,date,month,year,bay,typ,cf,gr,effort,z,bMud,bSan,bStr,bottom,bunk,SAV,Non,Alg,Oth,bveg,Eme,Str,Ter,Man,Shore,ovr_per,ind_per,temperature,salinity,bio_reference,species,n,number
CKM1997102804,AM,.,.,S,160,1,-83.054167,29.233,0.6,B,179,0,NA,0,0,CKG970086,0.4,NA,.,46800,13815,10,1997,CK,M,1,160,41.2,CKB,1,0,0,Mud,0,0,0,0,NA,Non,10,0,0,0,Eme,NA,NA,19,18.8,CKM1997102804. .,8835010105,0,0
CKM1997111001,AM,.,.,S,160,1,-83.189667,29.363833,1.1,B,89,0,NA,0,0,CKG970087,0.2,NA,.,36000,13828,11,1997,CK,M,1,160,41.2,CKB,1,1,0,MudSan,0,0,0,0,NA,Non,10,0,0,0,Eme,NA,NA,16.4,26.9,CKM1997111001. .,8835010105,0,0
CKM1997111002,AM,.,.,S,160,1,-83.146667,29.2895,0.9,B,128,0,NA,0,0,CKG970088,0.3,NA,.,41400,13828,11,1997,CK,M,1,160,41.2,CKB,1,1,0,MudSan,0,0,0,0,NA,Non,10,0,0,0,Eme,NA,NA,18,7.1,CKM1997111002. .,8835010105,0,0
CKM1997111002,AM,.,.,S,160,1,-83.146667,29.2895,0.9,B,128,0,NA,0,0,CKG970088,0.3,NA,.,41400,13828,11,1997,CK,M,1,160,41.2,CKB,1,1,0,MudSan,0,0,0,0,NA,Non,10,0,0,0,Eme,NA,NA,18,7.1,CKM1997111002A .,8835010105,0,0
CKM1997111002,AM,.,.,S,160,1,-83.146667,29.2895,0.9,B,128,0,NA,0,0,CKG970088,0.3,NA,.,41400,13828,11,1997,CK,M,1,160,41.2,CKB,1,1,0,MudSan,0,0,0,0,NA,Non,10,0,0,0,Eme,NA,NA,18,7.1,CKM1997111002B .,8835010105,0,0
CKM1997111201,AM,.,.,S,160,1,-83.087167,29.213167,1.1,B,188,0,NA,3,0,CKG970089,0,NA,.,32400,13830,11,1997,CK,M,1,160,41.2,CKB,0,1,0,San,0,0,0,0,NA,Non,10,0,0,0,Eme,NA,NA,17.7,23.3,CKM1997111201. .,8835010105,0,0
CKM1997111202,AM,.,.,S,160,1,-83.0775,29.215,1.6,B,189,0,NA,0,0,CKG970090,0.1,NA,.,36000,13830,11,1997,CK,M,1,160,41.2,CKB,1,0,1,MudStr,0,0,0,0,NA,Non,10,0,0,0,Eme,NA,NA,18.3,21.6,CKM1997111202. .,8835010105,0,0
CKM1997111202,AM,.,.,S,160,1,-83.0775,29.215,1.6,B,189,0,NA,0,0,CKG970090,0.1,NA,.,36000,13830,11,1997,CK,M,1,160,41.2,CKB,1,0,1,MudStr,0,0,0,0,NA,Non,10,0,0,0,Eme,NA,NA,18.3,21.6,CKM1997111202A .,8835010105,0,0
CKM1997111202,AM,.,.,S,160,1,-83.0775,29.215,1.6,B,189,0,NA,0,0,CKG970090,0.1,NA,.,36000,13830,11,1997,CK,M,1,160,41.2,CKB,1,0,1,MudStr,0,0,0,0,NA,Non,10,0,0,0,Eme,NA,NA,18.3,21.6,CKM1997111202B .,8835010105,0,0
CKM1997111203,AM,.,.,S,160,1,-83.073,29.186833,1.2,B,198,0,NA,3,0,CKG970091,0,NA,.,40800,13830,11,1997,CK,M,1,160,41.2,CKB,0,1,1,SanStr,0,0,0,0,NA,Non,3,0,0,0,Eme,NA,NA,18.2,22.3,CKM1997111203. .,8835010105,0,0
CKM1997111204,AM,.,.,S,160,1,-83.059,29.157167,1.5,C,243,0,NA,0,0,CKG970092,0.4,NA,.,45600,13830,11,1997,CK,M,1,160,41.2,CKC,1,1,0,MudSan,0,0,0,0,NA,Non,10,0,0,0,Eme,NA,NA,18.4,22.4,CKM1997111204. .,8835010105,0,0
CKM1997111205,AM,.,.,S,160,1,-83.042833,29.164167,1.4,C,244,0,NA,0,0,CKG970093,0.3,NA,.,50400,13830,11,1997,CK,M,1,160,41.2,CKC,1,1,0,MudSan,0,0,0,0,NA,Non,10,0,0,0,Eme,NA,NA,18.3,22.4,CKM1997111205. .,8835010105,0,0
CKM1997111301,AM,.,.,S,160,1,-83.028833,29.095833,1.3,C,338,0,NA,20,10,CKG970094,0.8,NA,.,45000,13831,11,1997,CK,M,1,160,41.2,CKC,1,0,0,Mud,0,0,0,0,NA,Non,9,0,0,1,ManEme,NA,NA,19.2,26.8,CKM1997111301. .,8835010105,0,0
CKM1997111302,AM,.,.,S,160,1,-83.063167,29.096333,1.1,C,336,0,NA,15,0,CKG970095,0,NA,.,49800,13831,11,1997,CK,M,1,160,41.2,CKC,1,1,0,MudSan,0,0,0,0,NA,Non,1,0,0,0,Eme,NA,NA,18.8,28.5,CKM1997111302. .,8835010105,0,0
CKM1997111303,AM,.,.,S,160,1,-83.0215,29.141333,0.4,C,268,0,NA,5,5,CKG970096,0.8,NA,.,56400,13831,11,1997,CK,M,1,160,41.2,CKC,1,0,1,MudStr,0,0,0,0,NA,Non,8,0,0,2,ManEme,NA,NA,19.5,22.1,CKM1997111303. .,8835010105,0,0
CKM1997120801,AM,.,.,S,160,1,-83.0355,29.095667,0.9,C,337,90,NA,0,0,CKG970097,0.2,NA,.,30600,13856,12,1997,CK,M,1,160,41.2,CKC,1,1,0,MudSan,0,90,0,0,NA,SAV,10,0,0,0,Eme,NA,NA,11.9,25.9,CKM1997120801. .,8835010105,0,0
CKM1997120802,AM,.,.,S,160,1,-83.027333,29.0965,1,C,338,70,NA,1,0,CKG970098,0.2,NA,.,32400,13856,12,1997,CK,M,1,160,41.2,CKC,0,1,0,San,0,70,0,0,NA,SAV,5,0,0,0,Eme,NA,NA,12.3,24.6,CKM1997120802. .,8835010105,0,0
CKM1997120802,AM,.,.,S,160,1,-83.027333,29.0965,1,C,338,70,NA,1,0,CKG970098,0.2,NA,.,32400,13856,12,1997,CK,M,1,160,41.2,CKC,0,1,0,San,0,70,0,0,NA,SAV,5,0,0,0,Eme,NA,NA,12.3,24.6,CKM1997120802A .,8835010105,0,0
CKM1997120802,AM,.,.,S,160,1,-83.027333,29.0965,1,C,338,70,NA,1,0,CKG970098,0.2,NA,.,32400,13856,12,1997,CK,M,1,160,41.2,CKC,0,1,0,San,0,70,0,0,NA,SAV,5,0,0,0,Eme,NA,NA,12.3,24.6,CKM1997120802B .,8835010105,0,0
CKM1997120803,AM,.,.,S,160,1,-82.9945,29.1545,0.9,C,247,0,NA,0,0,CKG970099,0,NA,.,37800,13856,12,1997,CK,M,1,160,41.2,CKC,0,1,0,San,0,0,0,0,NA,Non,0,10,0,0,Str,NA,NA,11.3,22.5,CKM1997120803. .,8835010105,0,0
CKM1997120804,AM,.,.,S,160,1,-83.041167,29.138,0.8,C,267,0,NA,2,0,CKG970100,0,NA,.,43200,13856,12,1997,CK,M,1,160,41.2,CKC,1,1,0,MudSan,0,0,0,0,NA,Non,0,0,0,0,Non,NA,NA,11.8,18.5,CKM1997120804. .,8835010105,0,0
CKM1997120805,AM,.,.,S,160,1,-83.049833,29.128333,1.3,C,290,0,NA,2,0,CKG970101,0,NA,.,45900,13856,12,1997,CK,M,1,160,41.2,CKC,1,1,0,MudSan,0,0,0,0,NA,Non,10,0,0,0,Eme,NA,NA,12.2,19.5,CKM1997120805. .,8835010105,0,0
CKM1997120901,AM,.,.,S,160,1,-83.0865,29.213667,1.4,B,188,0,NA,0,0,CKG970102,0.2,NA,.,34200,13857,12,1997,CK,M,1,160,41.2,CKB,1,1,0,MudSan,0,0,0,0,NA,Non,10,0,0,0,Eme,NA,NA,13.4,21.6,CKM1997120901. .,8835010105,0,0
CKM1997120902,AM,.,.,S,160,1,-83.072833,29.1865,1,B,198,0,NA,1,0,CKG970103,0,NA,.,37800,13857,12,1997,CK,M,1,160,41.2,CKB,0,1,1,SanStr,0,0,0,0,NA,Non,3,0,0,0,Eme,NA,NA,13.7,23.6,CKM1997120902. .,8835010105,0,0
CKM1997120903,AM,.,.,S,160,1,-83.084,29.264333,0.7,B,153,0,NA,0,0,CKG970104,0,NA,.,42600,13857,12,1997,CK,M,1,160,41.2,CKB,1,0,1,MudStr,0,0,0,0,NA,Non,10,0,0,0,Eme,NA,NA,14.7,6.1,CKM1997120903. .,8835010105,0,0
CKM1997120904,AM,.,.,S,160,1,-83.077667,29.241333,1.3,B,166,0,NA,2,0,CKG970105,0,NA,.,50400,13857,12,1997,CK,M,1,160,41.2,CKB,0,1,1,SanStr,0,0,0,0,NA,Non,10,0,0,0,Eme,NA,NA,15.3,14.3,CKM1997120904. .,8835010105,0,0
CKM1997120905,AM,.,.,S,160,1,-83.064667,29.232333,1.8,B,179,0,NA,4,0,CKG970106,0,NA,.,54000,13857,12,1997,CK,M,1,160,41.2,CKB,1,0,1,MudStr,0,0,0,0,NA,Non,10,0,0,0,Eme,NA,NA,16,10,CKM1997120905. .,8835010105,0,0
CKM1998010701,AM,.,.,S,160,1,-83.190833,29.365833,1.3,B,89,0,NA,0,0,CKM980001,0.1,NA,.,37800,13886,1,1998,CK,M,1,160,41.2,CKB,1,0,0,Mud,0,0,0,0,NA,Non,10,0,0,0,Eme,NA,NA,17,15.8,CKM1998010701. .,8835010105,0,0
CKM1998010701,AM,.,.,S,160,1,-83.190833,29.365833,1.3,B,89,0,NA,0,0,CKM980001,0.1,NA,.,37800,13886,1,1998,CK,M,1,160,41.2,CKB,1,0,0,Mud,0,0,0,0,NA,Non,10,0,0,0,Eme,NA,NA,17,15.8,CKM1998010701A .,8835010105,0,0
CKM1998010701,AM,.,.,S,160,1,-83.190833,29.365833,1.3,B,89,0,NA,0,0,CKM980001,0.1,NA,.,37800,13886,1,1998,CK,M,1,160,41.2,CKB,1,0,0,Mud,0,0,0,0,NA,Non,10,0,0,0,Eme,NA,NA,17,15.8,CKM1998010701B .,8835010105,0,0
CKM1998010705,AM,.,.,S,160,1,-83.1695,29.290167,0.9,B,126,0,NA,0,0,CKM980005,0.2,NA,.,49200,13886,1,1998,CK,M,1,160,41.2,CKB,1,0,1,MudStr,0,0,0,0,NA,Non,10,0,0,0,Eme,NA,NA,15.2,0.2,CKM1998010705. .,8835010105,0,0
CKM1998011203,AM,.,.,S,160,1,-83.063167,29.096167,0.7,C,336,80,NA,5,0,CKM980015,0,NA,.,39780,13891,1,1998,CK,M,1,160,41.2,CKC,1,1,0,MudSan,0,80,0,0,NA,SAV,4,0,0,0,Eme,NA,NA,17.5,27.6,CKM1998011203. .,8835010105,0,0
CKM1998011204,AM,.,.,S,160,1,-83.031167,29.126667,0.8,C,291,0,NA,3,0,CKM980016,0,NA,.,43200,13891,1,1998,CK,M,1,160,41.2,CKC,1,1,0,MudSan,0,0,0,0,NA,Non,7,0,0,3,ManEme,NA,NA,16.6,23.8,CKM1998011204. .,8835010105,0,0
CKM1998011205,AM,.,.,S,160,1,-83.0895,29.1215,1,C,287,0,NA,2,0,CKM980017,0,NA,.,52200,13891,1,1998,CK,M,1,160,41.2,CKC,0,1,0,San,0,0,0,0,NA,Non,0,0,5,0,Ter,NA,NA,16.8,28.7,CKM1998011205. .,8835010105,0,0
CKM1998011206,AM,.,.,S,160,1,-83.051667,29.126833,1.6,C,289,0,NA,1,0,CKM980018,0,NA,.,54900,13891,1,1998,CK,M,1,160,41.2,CKC,0,1,0,San,0,0,0,0,NA,Non,10,0,0,0,Eme,NA,NA,16.6,25.9,CKM1998011206. .,8835010105,0,0
CKM1998012001,AM,.,.,S,160,1,-83.086,29.209833,0.7,B,188,0,NA,0,0,CKM980027,0,NA,.,32400,13899,1,1998,CK,M,1,160,41.2,CKB,1,1,0,MudSan,0,0,0,0,NA,Non,10,0,0,0,Eme,NA,NA,13.7,9.8,CKM1998012001. .,8835010105,0,0
CKM1998012002,AM,.,.,S,160,1,-83.091833,29.2665,0.7,B,153,0,NA,2,0,CKM980028,0,NA,.,37800,13899,1,1998,CK,M,1,160,41.2,CKB,1,1,0,MudSan,0,0,0,0,NA,Non,10,0,0,0,Eme,NA,NA,14,0.7,CKM1998012002. .,8835010105,0,0
CKM1998012005,AM,.,.,S,160,1,-83.081,29.241167,1.4,B,166,0,NA,0,0,CKM980031,0,NA,.,50400,13899,1,1998,CK,M,1,160,41.2,CKB,0,1,0,San,0,0,0,0,NA,Non,10,0,0,0,Eme,NA,NA,17.3,5.6,CKM1998012005. .,8835010105,0,0
CKM1998012006,AM,.,.,S,160,1,-83.059,29.157,1,C,243,0,NA,0,0,CKM980032,0,NA,.,55800,13899,1,1998,CK,M,1,160,41.2,CKC,1,0,1,MudStr,0,0,0,0,NA,Non,10,0,0,0,Eme,NA,NA,15.9,22.1,CKM1998012006. .,8835010105,0,0
CKM1998020904,AM,.,.,S,160,1,-83.0345,29.097,0.6,C,337,0,NA,2,1,CKM980044,0.2,NA,.,43200,13919,2,1998,CK,M,1,160,41.2,CKC,1,1,0,MudSan,0,0,0,0,NA,Non,10,0,0,0,Eme,NA,NA,12.1,21.4,CKM1998020904. .,8835010105,0,0
CKM1998020905,AM,.,.,S,160,1,-83.089333,29.121333,0.7,C,287,0,NA,1,0,CKM980045,0,NA,.,45900,13919,2,1998,CK,M,1,160,41.2,CKC,1,1,0,MudSan,0,0,0,0,NA,Non,0,0,5,0,Ter,NA,NA,12.1,16.4,CKM1998020905. .,8835010105,0,0
CKM1998020906,AM,.,.,S,160,1,-83.073333,29.147333,1.1,C,265,0,NA,0,0,CKM980046,0,NA,.,50400,13919,2,1998,CK,M,1,160,41.2,CKC,1,1,0,MudSan,0,0,0,0,NA,Non,5,5,0,0,EmeStr,NA,NA,12.3,12,CKM1998020906. .,8835010105,0,0
CKM1998020907,AM,.,.,S,160,1,-83.056833,29.147333,0.9,C,266,0,NA,1,1,CKM980047,0.2,NA,.,53100,13919,2,1998,CK,M,1,160,41.2,CKC,1,0,1,MudStr,0,0,0,0,NA,Non,6,4,0,0,EmeStr,NA,NA,13.1,8.3,CKM1998020907. .,8835010105,0,0
CKM1998021001,AM,.,.,S,160,1,-83.110667,29.279,2.3,B,141,0,NA,0,0,CKM980051,0,NA,.,36000,13920,2,1998,CK,M,1,160,41.2,CKB,1,0,0,Mud,0,0,0,0,NA,Non,10,0,0,0,Eme,NA,NA,12,0,CKM1998021001. .,8835010105,0,0
CKM1998021003,AM,.,.,S,160,1,-83.079833,29.263333,1.3,B,154,0,NA,0,0,CKM980053,0.2,NA,.,42000,13920,2,1998,CK,M,1,160,41.2,CKB,1,0,1,MudStr,0,0,0,0,NA,Non,10,0,0,0,Eme,NA,NA,13.5,1.8,CKM1998021003. .,8835010105,0,0
CKM1998021005,AM,.,.,S,160,1,-83.17,29.29,1.2,B,126,0,NA,0,0,CKM980055,0.2,NA,.,48600,13920,2,1998,CK,M,1,160,41.2,CKB,1,1,0,MudSan,0,0,0,0,NA,Non,10,0,0,0,Eme,NA,NA,14.3,1.3,CKM1998021005. .,8835010105,0,0
CKM1998021006,AM,.,.,S,160,1,-83.172,29.335833,1,B,99,0,NA,0,0,CKM980056,0.2,NA,.,51900,13920,2,1998,CK,M,1,160,41.2,CKB,1,1,0,MudSan,0,0,0,0,NA,Non,10,0,0,0,Eme,NA,NA,14.2,13,CKM1998021006. .,8835010105,0,0
CKM1998021701,AM,.,.,S,160,1,-83.063833,29.179,1,C,217,0,NA,0,0,CKM980062,0.2,NA,.,48300,13927,2,1998,CK,M,1,160,41.2,CKC,1,0,1,MudStr,0,0,0,0,NA,Non,10,0,0,0,Eme,NA,NA,19.7,16.2,CKM1998021701. .,8835010105,0,0
CKM1998021701,AM,.,.,S,160,1,-83.063833,29.179,1,C,217,0,NA,0,0,CKM980062,0.2,NA,.,48300,13927,2,1998,CK,M,1,160,41.2,CKC,1,0,1,MudStr,0,0,0,0,NA,Non,10,0,0,0,Eme,NA,NA,19.7,16.2,CKM1998021701A .,8835010105,0,0
CKM1998021701,AM,.,.,S,160,1,-83.063833,29.179,1,C,217,0,NA,0,0,CKM980062,0.2,NA,.,48300,13927,2,1998,CK,M,1,160,41.2,CKC,1,0,1,MudStr,0,0,0,0,NA,Non,10,0,0,0,Eme,NA,NA,19.7,16.2,CKM1998021701B .,8835010105,0,0
CKM1998021702,AM,.,.,S,160,1,-83.072833,29.248333,1.2,B,166,0,NA,0,0,CKM980063,0.2,NA,.,52800,13927,2,1998,CK,M,1,160,41.2,CKB,1,1,0,MudSan,0,0,0,0,NA,Non,10,0,0,0,Eme,NA,NA,20.3,5.4,CKM1998021702. .,8835010105,0,0
CKM1998021702,AM,.,.,S,160,1,-83.072833,29.248333,1.2,B,166,0,NA,0,0,CKM980063,0.2,NA,.,52800,13927,2,1998,CK,M,1,160,41.2,CKB,1,1,0,MudSan,0,0,0,0,NA,Non,10,0,0,0,Eme,NA,NA,20.3,5.4,CKM1998021702A .,8835010105,0,0
CKM1998021702,AM,.,.,S,160,1,-83.072833,29.248333,1.2,B,166,0,NA,0,0,CKM980063,0.2,NA,.,52800,13927,2,1998,CK,M,1,160,41.2,CKB,1,1,0,MudSan,0,0,0,0,NA,Non,10,0,0,0,Eme,NA,NA,20.3,5.4,CKM1998021702B .,8835010105,0,0
CKM1998031604,AM,.,.,S,160,1,-83.148,29.289333,1.2,B,128,0,NA,0,0,CKM980084,0.4,NA,.,43200,13954,3,1998,CK,M,1,160,41.2,CKB,1,0,1,MudStr,0,0,0,0,NA,Non,10,0,0,0,Eme,NA,NA,17.3,0,CKM1998031604. .,8835010105,0,0
CKM1998031605,AM,.,.,S,160,1,-83.171333,29.311667,1.3,B,117,0,NA,0,0,CKM980085,0.5,NA,.,46800,13954,3,1998,CK,M,1,160,41.2,CKB,1,0,1,MudStr,0,0,0,0,NA,Non,10,0,0,0,Eme,NA,NA,17.1,0,CKM1998031605. .,8835010105,0,0
CKM1998031606,AM,.,.,S,160,1,-83.202333,29.3655,1.4,B,88,0,NA,3,3,CKM980086,0.4,NA,.,50400,13954,3,1998,CK,M,1,160,41.2,CKB,1,0,1,MudStr,0,0,0,0,NA,Non,10,0,0,0,Eme,NA,NA,18.9,11.3,CKM1998031606. .,8835010105,0,0
CKM1998031607,AM,.,.,S,160,1,-83.176,29.329833,1,B,108,0,NA,1,1,CKM980087,0.2,NA,.,55800,13954,3,1998,CK,M,1,160,41.2,CKB,1,0,1,MudStr,0,0,0,0,NA,Non,10,0,0,0,Eme,NA,NA,17.2,16.5,CKM1998031607. .,8835010105,0,0
CKM1998031704,AM,.,.,S,160,1,-83.088667,29.124667,1.7,C,287,0,NA,1,0,CKM980091,0,NA,.,48600,13955,3,1998,CK,M,1,160,41.2,CKC,0,1,0,San,0,0,0,0,NA,Non,3,0,0,0,Eme,NA,NA,17.7,24.4,CKM1998031704. .,8835010105,0,0
CKM1998031705,AM,.,.,S,160,1,-83.051,29.1275,1.7,C,289,0,NA,2,0,CKM980092,0,NA,.,54000,13955,3,1998,CK,M,1,160,41.2,CKC,0,1,0,San,0,0,0,0,NA,Non,10,0,0,0,Eme,NA,NA,17.4,22.8,CKM1998031705. .,8835010105,0,0
CKM1998031706,AM,.,.,S,160,1,-83.0725,29.0975,1.3,C,335,0,NA,2,0,CKM980093,0,NA,.,57600,13955,3,1998,CK,M,1,160,41.2,CKC,1,1,0,MudSan,0,0,0,0,NA,Non,9,0,0,0,Eme,NA,NA,18.7,24,CKM1998031706. .,8835010105,0,0
CKM1998031803,AM,.,.,S,160,1,-83.086,29.223833,1,B,177,0,NA,0,0,CKM980096,0,NA,.,42300,13956,3,1998,CK,M,1,160,41.2,CKB,1,0,0,Mud,0,0,0,0,NA,Non,10,0,0,0,Eme,NA,NA,20.5,19.4,CKM1998031803. .,8835010105,0,0
CKM1998031804,AM,.,.,S,160,1,-83.015,29.141667,1.5,C,269,0,NA,0,0,CKM980097,0.2,NA,.,49200,13956,3,1998,CK,M,1,160,41.2,CKC,1,0,0,Mud,0,0,0,0,NA,Non,10,0,0,0,Eme,NA,NA,18.5,16.3,CKM1998031804. .,8835010105,0,0
CKM1998031805,AM,.,.,S,160,1,-83.01,29.155833,1.5,C,246,0,NA,0,0,CKM980098,0,NA,.,54900,13956,3,1998,CK,M,1,160,41.2,CKC,0,1,0,San,0,0,0,0,NA,Non,4,0,0,0,Eme,NA,NA,20,14.7,CKM1998031805. .,8835010105,0,0
CKM1998040601,AM,.,.,S,160,1,-83.1645,29.328,1.7,B,109,0,NA,10,0,CKM980121,0.3,NA,.,36240,13975,4,1998,CK,M,1,160,41.2,CKB,1,0,1,MudStr,0,0,0,0,NA,Non,10,0,0,0,Eme,NA,NA,19.6,0.1,CKM1998040601. .,8835010105,0,0
CKM1998040602,AM,.,.,S,160,1,-83.170167,29.341833,1.2,B,99,0,NA,0,0,CKM980122,0.3,NA,.,39480,13975,4,1998,CK,M,1,160,41.2,CKB,1,0,1,MudStr,0,0,0,0,NA,Non,10,0,0,0,Eme,NA,NA,19.6,6,CKM1998040602. .,8835010105,0,0
CKM1998040803,AM,.,.,S,160,1,-83.083833,29.264667,1,B,153,0,NA,0,0,CKM980141,0,NA,.,36000,13977,4,1998,CK,M,1,160,41.2,CKB,1,0,0,Mud,0,0,0,0,NA,Non,10,0,0,0,Eme,NA,NA,22.6,0.7,CKM1998040803. .,8835010105,0,0
CKM1998040806,AM,.,.,S,160,1,-83.077667,29.2415,2,B,166,0,NA,0,0,CKM980144,0.3,NA,.,42300,13977,4,1998,CK,M,1,160,41.2,CKB,1,1,0,MudSan,0,0,0,0,NA,Non,10,0,0,0,Eme,NA,NA,23,8.1,CKM1998040806. .,8835010105,0,0
CKM1998041301,AM,.,.,S,160,1,-83.051167,29.126833,2.2,C,289,0,NA,3,0,CKM980145,0,NA,.,32400,13982,4,1998,CK,M,1,160,41.2,CKC,1,1,0,MudSan,0,0,0,0,NA,Non,10,0,0,0,Eme,NA,NA,18.9,14.5,CKM1998041301. .,8835010105,0,0
CKM1998041302,AM,.,.,S,160,1,-83.086833,29.210333,0.9,B,188,0,NA,0,0,CKM980146,0,NA,.,37800,13982,4,1998,CK,M,1,160,41.2,CKB,1,1,0,MudSan,0,0,0,0,NA,Non,10,0,0,0,Eme,NA,NA,19.2,7.8,CKM1998041302. .,8835010105,0,0
CKM1998041303,AM,.,.,S,160,1,-83.041167,29.138167,1,C,267,0,NA,2,0,CKM980147,0,NA,.,42300,13982,4,1998,CK,M,1,160,41.2,CKC,1,1,0,MudSan,0,0,0,0,NA,Non,10,0,0,0,Eme,NA,NA,20.2,14.5,CKM1998041303. .,8835010105,0,0
CKM1998041304,AM,.,.,S,160,1,-83.027833,29.097333,1.1,C,338,0,NA,0,0,CKM980148,0.2,NA,.,46800,13982,4,1998,CK,M,1,160,41.2,CKC,0,1,0,San,0,0,0,0,NA,Non,9,0,0,0,Eme,NA,NA,21,21.9,CKM1998041304. .,8835010105,0,0
CKM1998041305,AM,.,.,S,160,1,-83.063167,29.095667,1.3,C,336,0,NA,0,0,CKM980149,0,NA,.,49800,13982,4,1998,CK,M,1,160,41.2,CKC,1,1,0,MudSan,0,0,0,0,NA,Non,0,0,0,0,Non,NA,NA,21.8,21.8,CKM1998041305. .,8835010105,0,0
CKM1998041306,AM,.,.,S,160,1,-83.076167,29.100333,1.1,C,311,0,NA,0,0,CKM980150,0.3,NA,.,54000,13982,4,1998,CK,M,1,160,41.2,CKC,0,1,0,San,0,0,0,0,NA,Non,10,0,0,0,Eme,NA,NA,21.7,22.8,CKM1998041306. .,8835010105,0,0
CKM1998050501,AM,.,.,S,160,1,-83.0495,29.128333,2.5,C,290,0,NA,2,0,CKM980161,0,NA,.,28800,14004,5,1998,CK,M,1,160,41.2,CKC,0,1,0,San,0,0,0,0,NA,Non,10,0,0,0,Eme,NA,NA,22.5,20.1,CKM1998050501. .,8835010105,0,0
CKM1998050502,AM,.,.,S,160,1,-83.064,29.0955,0.9,C,336,0,NA,2,0,CKM980162,0,NA,.,33300,14004,5,1998,CK,M,1,160,41.2,CKC,1,1,0,MudSan,0,0,0,0,NA,Non,0,0,0,0,Non,NA,NA,22.4,23.7,CKM1998050502. .,8835010105,0,0
CKM1998050503,AM,.,.,S,160,1,-83.070333,29.096333,1,C,335,NA,NA,1,0,CKM980163,0,NA,.,36000,14004,5,1998,CK,M,1,160,41.2,CKC,1,1,0,MudSan,0,1,0,0,NA,SAV,0,0,0,0,Non,NA,NA,23,23.8,CKM1998050503. .,8835010105,0,0
CKM1998050504,AM,.,.,S,160,1,-83.039167,29.171,0.8,C,218,0,NA,0,0,CKM980164,0.3,NA,.,43200,14004,5,1998,CK,M,1,160,41.2,CKC,1,0,1,MudStr,0,0,0,0,NA,Non,10,0,0,0,Eme,NA,NA,24.3,14.4,CKM1998050504. .,8835010105,0,0
CKM1998050506,AM,.,.,S,160,1,-83.0735,29.147,1,C,265,0,NA,0,0,CKM980166,0,NA,.,50400,14004,5,1998,CK,M,1,160,41.2,CKC,1,1,0,MudSan,0,0,0,0,NA,Non,0,5,0,0,Str,NA,NA,25.5,18.4,CKM1998050506. .,8835010105,0,0
CKM1998050601,AM,.,.,S,160,1,-83.1435,29.288333,1.1,B,128,0,NA,0,0,CKM980168,0.5,NA,.,34200,14005,5,1998,CK,M,1,160,41.2,CKB,1,1,0,MudSan,0,0,0,0,NA,Non,10,0,0,0,Eme,NA,NA,21.7,0.2,CKM1998050601. .,8835010105,0,0
CKM1998050604,AM,.,.,S,160,1,-83.1685,29.3285,1.5,B,108,0,NA,0,0,CKM980171,0.2,NA,.,42900,14005,5,1998,CK,M,1,160,41.2,CKB,1,1,0,MudSan,0,0,0,0,NA,Non,10,0,0,0,Eme,NA,NA,24.4,0.3,CKM1998050604. .,8835010105,0,0
CKM1998050605,AM,.,.,S,160,1,-83.188,29.359,1,B,89,0,NA,0,0,CKM980172,0.1,NA,.,45900,14005,5,1998,CK,M,1,160,41.2,CKB,0,1,0,San,0,0,0,0,NA,Non,10,0,0,0,Eme,NA,NA,25.4,2.4,CKM1998050605. .,8835010105,0,0
CKM1998050701,AM,.,.,S,160,1,-83.069333,29.195333,1,B,198,0,NA,0,0,CKM980177,0.5,NA,.,36000,14006,5,1998,CK,M,1,160,41.2,CKB,1,0,1,MudStr,0,0,0,0,NA,Non,10,0,0,0,Eme,NA,NA,25.4,11.7,CKM1998050701. .,8835010105,0,0
CKM1998050702,AM,.,.,S,160,1,-83.065,29.2325,2.3,B,179,0,NA,0,0,CKM980178,0.5,NA,.,44100,14006,5,1998,CK,M,1,160,41.2,CKB,1,1,0,MudSan,0,0,0,0,NA,Non,9,1,0,0,EmeStr,NA,NA,26.1,7.9,CKM1998050702. .,8835010105,0,0
CKM1998061103,AM,.,.,S,160,1,-83.086333,29.209833,1,B,188,10,NA,0,0,CKM980216,0,NA,.,35400,14041,6,1998,CK,M,1,160,41.2,CKB,1,1,0,MudSan,0,10,0,0,NA,SAV,10,0,0,0,Eme,NA,NA,29.1,12.2,CKM1998061103. .,8835010105,0,0
CKM1998061104,AM,.,.,S,160,1,-83.0725,29.1865,1,B,198,0,NA,1,0,CKM980217,0,NA,.,39000,14041,6,1998,CK,M,1,160,41.2,CKB,1,1,0,MudSan,0,0,0,0,NA,Non,8,0,0,0,Eme,NA,NA,30.1,17.5,CKM1998061104. .,8835010105,0,0
CKM1998061104,AM,.,.,S,160,1,-83.0725,29.1865,1,B,198,0,NA,1,0,CKM980217,0,NA,.,39000,14041,6,1998,CK,M,1,160,41.2,CKB,1,1,0,MudSan,0,0,0,0,NA,Non,8,0,0,0,Eme,NA,NA,30.1,17.5,CKM1998061104A .,8835010105,0,0
